image_id,fwh_ratio,mouth_angle_deg,brow_raise_norm,inner_brow_raise_norm,brow_furrow_norm,kind_proj,empath_proj
face (263).png,8.049717429699882,0.9345167418141332,0.820396497418421,0.0,0.0,0.0,0.0
face (799).png,5.637820819169878,-0.18234814332615268,0.7120015683294108,0.0,0.0,0.0,0.0
face (633).png,12.120782821036684,0.17831351882480068,1.313613842767729,0.0,0.0,0.0,0.0
face (326).png,6.602757080953878,-1.4930481319827231,0.9356480038116417,0.0,0.0,0.0,0.0
face (776).png,6.140590669515002,-0.2423355770171371,0.8012435581048875,0.0,0.0,0.0,0.0
face (51).png,6.966918414528044,-0.487909108893075,0.7467111315383287,0.0,0.0,0.0,0.0
face (664).png,6.369585235557512,-1.7735728580949714,0.8939920689684823,0.0,0.0,0.0,0.0
face (234).png,5.903608791909457,-1.0284785014359594,0.8203593308203285,0.0,0.0,0.0,0.0
face (721).png,6.4235597601212175,1.5821616332015405,0.8324406255974884,0.0,0.0,0.0,0.0
face (371).png,5.267288794500196,0.15283354091980714,0.7702898624284482,0.0,0.0,0.0,0.0
face (408).png,5.448225153080197,0.03804555866373434,0.9577065402524133,0.0,0.0,0.0,0.0
face (222).png,6.421290960234246,0.5084026802536524,0.7771074402463858,0.0,0.0,0.0,0.0
face (672).png,4.892074666668897,1.8718007918894837,0.5914853161959948,0.0,0.0,0.0,0.0
face (388).png,4.364627129554334,0.7856897469057369,0.7869764223083524,0.0,0.0,0.0,0.0
face (367).png,6.875297780204007,-0.9816338643291358,0.734636082406339,0.0,0.0,0.0,0.0
face (737).png,6.052032970092601,-1.7398863680303396,0.6285851974681023,0.0,0.0,0.0,0.0
face (10).png,6.9511161379739095,-1.9535887447930005,0.997254715021054,0.0,0.0,0.0,0.0
face (625).png,5.818701139652464,0.4879138344682761,0.7608267013928808,0.0,0.0,0.0,0.0
face (275).png,6.530981516357025,-0.49733209313412835,0.8952574169446743,0.0,0.0,0.0,0.0
face (760).png,6.309500734747891,1.4560950771597243,0.72431760130214,0.0,0.0,0.0,0.0
face (330).png,5.498456257789883,-2.6792710513633287,0.6629750505342933,0.0,0.0,0.0,0.0
face (449).png,5.273054574451676,0.270874950985716,0.5943094986825204,0.0,0.0,0.0,0.0
face (47).png,5.525139493994378,1.2810909232230239,0.7072872740367764,0.0,0.0,0.0,0.0
face (127).png,6.754377247368085,-0.315680904031466,0.6778240864548885,0.0,0.0,0.0,0.0
face (577).png,5.055073928360281,-0.13341161443379843,0.7156077725101044,0.0,0.0,0.0,0.0
face (598).png,6.271703048946181,-0.354340520055985,0.7419517243175574,0.0,0.0,0.0,0.0
face (432).png,4.829850424061424,-2.1866224845730837,0.6115274425345382,0.0,0.0,0.0,0.0
face (259).png,7.152087751120695,-0.1767966905786563,0.9219468234275272,0.0,0.0,0.0,0.0
face (609).png,5.426106393389798,-0.9356517076554997,0.6427166952190941,0.0,0.0,0.0,0.0
face (520).png,5.2580751674947805,0.9244360130439842,0.6651238531198832,0.0,0.0,0.0,0.0
face (170).png,6.244766292879617,0.14691496948770078,0.7630275783531548,0.0,0.0,0.0,0.0
face (84).png,7.758369976547146,0.5143126821336825,0.9049254867764188,0.0,0.0,0.0,0.0
face (465).png,7.0468652602313595,-0.24892705075042865,0.8950428478608644,0.0,0.0,0.0,0.0
face (166).png,6.655022279516259,1.8988927398554882,0.8161203655442207,0.0,0.0,0.0,0.0
face (536).png,5.63028684344178,0.4135627855428462,0.7357848307039894,0.0,0.0,0.0,0.0
face (6).png,5.305137294724716,-0.9219835634390786,0.5570903760014702,0.0,0.0,0.0,0.0
face (473).png,7.767999884214205,1.8222163988352906,1.117391046443713,0.0,0.0,0.0,0.0
face (189).png,7.397302738718204,0.7191542649299096,0.884427006657243,0.0,0.0,0.0,0.0
face (92).png,4.632895738162291,0.8437207934801358,0.6082721257142799,0.0,0.0,0.0,0.0
face (218).png,4.593036366351902,0.6555239317306255,0.46340991182661545,0.0,0.0,0.0,0.0
face (648).png,4.2900247866120695,-1.459162754034926,0.7283284807221587,0.0,0.0,0.0,0.0
face (561).png,6.605041768397759,-0.4289564000577411,0.8111574005413006,0.0,0.0,0.0,0.0
face (131).png,4.861522859586427,-0.8525823798661828,0.6019610879676893,0.0,0.0,0.0,0.0
face (424).png,6.799996812148391,0.2521386791647096,0.9676837056292631,0.0,0.0,0.0,0.0
face (453).png,5.644510805040167,-0.20220039400259704,0.8433147176588046,0.0,0.0,0.0,0.0
face (146).png,6.703268392009701,0.10279251192267996,0.7743065766403101,0.0,0.0,0.0,0.0
face (516).png,6.747910751298828,-0.7966129981174654,0.8851614586006942,0.0,0.0,0.0,0.0
face (795).png,5.455824768233995,1.3861943137316117,0.6599166831664847,0.0,0.0,0.0,0.0
face (280).png,6.238174367556794,-0.6062944155578442,0.9316307660453127,0.0,0.0,0.0,0.0
face (404).png,5.621723559242825,-1.4305090747365248,0.7056086294961071,0.0,0.0,0.0,0.0
face (541).png,7.99649491933553,0.4571824512739614,0.8310205028469203,0.0,0.0,0.0,0.0
face (111).png,5.333627784053361,0.24136209545984477,0.7716927542051398,0.0,0.0,0.0,0.0
face (238).png,5.593099552206991,-2.8412631965341695,0.8251664353050231,0.0,0.0,0.0,0.0
face (668).png,4.700904278494756,-0.92364775456162,0.5472547011229141,0.0,0.0,0.0,0.0
face (392).png,6.234999230736834,-0.28802901791641167,0.8533477612950217,0.0,0.0,0.0,0.0
face (687).png,6.688696515176234,-1.0386913074052462,0.8117908777185946,0.0,0.0,0.0,0.0
face (412).png,5.725058334311904,-2.573779306251559,0.7195038438365701,0.0,0.0,0.0,0.0
face (107).png,5.6297927003418735,-0.15821173327704174,0.5176977997517109,0.0,0.0,0.0,0.0
face (557).png,4.488802865871598,0.17760466915431852,0.48425174133570986,0.0,0.0,0.0,0.0
face (384).png,4.236764650789134,0.2159858234496285,0.5708338327899305,0.0,0.0,0.0,0.0
face (691).png,6.056293695679029,0.013228413440804974,0.8202130439375774,0.0,0.0,0.0,0.0
face (445).png,8.957035671110349,0.9585172997952061,0.9341366284213618,0.0,0.0,0.0,0.0
face (500).png,7.737955066915734,0.8431395009704378,0.7853924010758554,0.0,0.0,0.0,0.0
face (150).png,5.38922700564658,-0.06479586484049381,0.4964949090404803,0.0,0.0,0.0,0.0
face (279).png,4.562146237364688,-0.2589609025677135,0.8038064490379405,0.0,0.0,0.0,0.0
face (783).png,5.252996464430521,1.1028988236990116,0.6670097167005944,0.0,0.0,0.0,0.0
face (629).png,6.819377176313271,-1.8798665534051835,0.9675987715247986,0.0,0.0,0.0,0.0
face (296).png,4.649371349752938,-1.614416798020871,0.6784436906282659,0.0,0.0,0.0,0.0
face (30).png,5.796511292383639,0.4191680502138176,0.7229212962960183,0.0,0.0,0.0,0.0
face (594).png,7.02996452225557,-0.8517667705278437,0.8391435000820462,0.0,0.0,0.0,0.0
face (347).png,6.373030362175787,-0.9174985297707102,0.8443228854161888,0.0,0.0,0.0,0.0
face (717).png,6.015067741282064,-0.1268423524483772,0.6237506342764193,0.0,0.0,0.0,0.0
comp_100_dup.png,6.005921556097662,-5.997362863389191,0.8016403127029523,0.0,0.0,0.0,0.0
face (202).png,6.360661919092202,0.8627648034384362,0.8166232556207876,0.0,0.0,0.0,0.0
face (652).png,4.770105780887642,0.5422507832457478,0.6135804512745838,0.0,0.0,0.0,0.0
face (486).png,6.888624894860604,-0.28855145775413593,0.909420327366794,0.0,0.0,0.0,0.0
face (67).png,4.923963586651068,0.23711562106273887,0.602588090769921,0.0,0.0,0.0,0.0
face (469).png,6.045578184019259,0.869994540405177,0.7455196105445347,0.0,0.0,0.0,0.0
face (193).png,5.373011931977952,-1.5581990312675047,0.6299594361206191,0.0,0.0,0.0,0.0
face (88).png,4.827597423373766,-0.9658153752425596,0.8195241931905243,0.0,0.0,0.0,0.0
face (740).png,6.107857875261159,-1.492863708501118,0.9438418435165978,0.0,0.0,0.0,0.0
face (310).png,6.103976979541007,-0.9703659107730148,0.7154454290958971,0.0,0.0,0.0,0.0
face (605).png,4.6281377108228545,-1.178516534343884,0.6666764581307089,0.0,0.0,0.0,0.0
face (255).png,6.438159193104524,2.2437465780595884,0.7943249992963723,0.0,0.0,0.0,0.0
face (71).png,4.878815092799055,1.0910129037612126,0.6683128404895319,0.0,0.0,0.0,0.0
face (490).png,5.716816775811524,-1.5791433488103057,0.8525128536878539,0.0,0.0,0.0,0.0
face (185).png,6.8155928488593895,0.044785224715145566,0.6581362375154134,0.0,0.0,0.0,0.0
face (306).png,5.826254966425647,0.13098106858422043,0.6576651651628174,0.0,0.0,0.0,0.0
face (756).png,4.695321071993099,-0.14152270640548312,0.6727338042299409,0.0,0.0,0.0,0.0
face (243).png,5.066703663089923,-1.0164568309380217,0.6301668852384263,0.0,0.0,0.0,0.0
face (613).png,6.970751428174129,-0.41664696641624516,0.8733974153868792,0.0,0.0,0.0,0.0
face (26).png,5.730635616222804,1.1244816308506946,0.5586063797597827,0.0,0.0,0.0,0.0
face (582).png,4.894558740800416,-1.5642597650666659,0.668445978478614,0.0,0.0,0.0,0.0
face (428).png,6.199010295656987,0.1566243244700379,0.8155952498026005,0.0,0.0,0.0,0.0
face (701).png,6.367697398110155,-0.7246600610684923,0.7719539345876348,0.0,0.0,0.0,0.0
face (351).png,7.7883098807348965,0.37558969510151896,1.1290284438252558,0.0,0.0,0.0,0.0
face (644).png,5.670007201895261,-0.5912501317030334,0.73491748977358,0.0,0.0,0.0,0.0
face (214).png,6.18231932574616,0.14164753365330066,0.7725866074454509,0.0,0.0,0.0,0.0
face (700).png,4.280777284247507,0.6331596224419102,0.8003409976624415,0.0,0.0,0.0,0.0
face (350).png,5.838346709246863,1.5494269101336635,0.9499234026260546,0.0,0.0,0.0,0.0
face (645).png,6.240272588046736,-0.17917077585146318,0.7516038806709131,0.0,0.0,0.0,0.0
face (215).png,4.661453361505782,0.28175078762608485,0.6593271501291676,0.0,0.0,0.0,0.0
face (27).png,5.767229689432792,0.775165198952096,0.8667296852585283,0.0,0.0,0.0,0.0
face (583).png,4.895063859316801,1.010246553794676,0.663461476262801,0.0,0.0,0.0,0.0
face (429).png,6.225773469453538,-2.685779097243424,0.9829762266751368,0.0,0.0,0.0,0.0
face (307).png,6.232064458461654,-1.0400500974427558,0.9148982427765591,0.0,0.0,0.0,0.0
face (757).png,6.072176324293652,-0.98728673971423,0.692757498512931,0.0,0.0,0.0,0.0
face (242).png,6.038179236341955,-0.5869650036409257,0.811087673902094,0.0,0.0,0.0,0.0
face (612).png,5.1663269360101465,0.016308605993157466,0.4905441872049153,0.0,0.0,0.0,0.0
face (70).png,7.0058386013686125,1.0275028422615373,0.8893180582814907,0.0,0.0,0.0,0.0
face (491).png,4.302406876769478,0.37595906430189463,0.6127158370583751,0.0,0.0,0.0,0.0
face (184).png,5.046853354989436,0.11216619748640606,0.5043518854719907,0.0,0.0,0.0,0.0
face (741).png,5.168351837771138,-0.2647084436439694,0.7332123695423214,0.0,0.0,0.0,0.0
face (311).png,6.321608438903185,0.2711147265422899,0.9186172069508348,0.0,0.0,0.0,0.0
face (604).png,6.118328148760294,0.16346694426840502,0.789994518047126,0.0,0.0,0.0,0.0
face (254).png,5.0792403173116405,-0.24285582303569353,0.6898623690896019,0.0,0.0,0.0,0.0
face (487).png,4.86006245852687,-2.4529164096170404,0.6910553389885922,0.0,0.0,0.0,0.0
face (66).png,5.89391199274926,0.22539836808455085,0.7774250942586389,0.0,0.0,0.0,0.0
face (468).png,5.333627598123976,-0.037420884506516115,0.6084877598925712,0.0,0.0,0.0,0.0
face (89).png,5.743229178295012,-0.9814698616523135,0.8777330387020466,0.0,0.0,0.0,0.0
face (192).png,6.205628063428944,-0.8147159528230636,0.9678957844044501,0.0,0.0,0.0,0.0
face (346).png,6.022525962838538,-0.17455829713593382,0.7343908183822339,0.0,0.0,0.0,0.0
face (716).png,4.910779793569727,0.17156440957499725,0.6998074879970121,0.0,0.0,0.0,0.0
face (203).png,7.105431479259361,-1.3883962174473208,0.9258160142618221,0.0,0.0,0.0,0.0
face (653).png,6.583050174917077,-1.3986715643714653,0.8859255535957152,0.0,0.0,0.0,0.0
face (31).png,5.371537019234479,-1.913456988606487,0.6311864781680631,0.0,0.0,0.0,0.0
face (595).png,5.470606718798373,0.2946412784848627,0.6911241137832742,0.0,0.0,0.0,0.0
face (278).png,7.703106794213574,0.4655130357453239,0.7784096878899354,0.0,0.0,0.0,0.0
face (782).png,6.358149591705402,0.39594708381987287,0.745914330620127,0.0,0.0,0.0,0.0
face (628).png,8.853366542222599,-0.35916609573795005,0.872451684900809,0.0,0.0,0.0,0.0
face (297).png,6.056642565879494,0.8680382064333175,0.7530468812861156,0.0,0.0,0.0,0.0
face (444).png,6.899949851096648,0.10375379567249546,0.9532797806386074,0.0,0.0,0.0,0.0
face (501).png,4.126952132120479,-1.150622433858434,0.5499536008039325,0.0,0.0,0.0,0.0
face (151).png,4.283289370500405,-1.0392574233972778,0.534728728820516,0.0,0.0,0.0,0.0
face (385).png,4.3396728911212445,2.0966076532922067,0.5488637970848714,0.0,0.0,0.0,0.0
comp_50.png,5.643037767121688,-4.622567762298716,0.7528094112256267,0.0,0.0,0.0,0.0
face (690).png,5.284628402309789,-0.7828184960611458,0.6585796982551094,0.0,0.0,0.0,0.0
face (413).png,6.875878104060737,0.3646327490347222,0.7765973882421304,0.0,0.0,0.0,0.0
face (106).png,5.797432617577873,-0.8277264178655872,0.8143206086801288,0.0,0.0,0.0,0.0
face (556).png,7.337820149114373,-0.29727067888013164,0.8742673097050154,0.0,0.0,0.0,0.0
face (239).png,4.9857833176997,-2.319482940469262,0.713309320406526,0.0,0.0,0.0,0.0
face (669).png,7.873126249183486,-2.0711912409487283,1.0690226538804832,0.0,0.0,0.0,0.0
face (393).png,5.123676883511741,0.3519311508807422,0.5280398812863709,0.0,0.0,0.0,0.0
face (686).png,5.507116089933903,-1.3163503560506526,0.7874399437578907,0.0,0.0,0.0,0.0
face (405).png,6.27211620324739,0.12146007221665248,0.823696097134563,0.0,0.0,0.0,0.0
face (540).png,6.448164318779419,-0.39666734319352365,0.7924331918953333,0.0,0.0,0.0,0.0
face (110).png,6.4134517915265725,0.17910072247706063,0.9384557713844238,0.0,0.0,0.0,0.0
face (794).png,7.119863815000514,-0.3208120570264432,0.768024952984475,0.0,0.0,0.0,0.0
face (281).png,5.999506428081536,0.7618014471191125,0.829389998598988,0.0,0.0,0.0,0.0
